Exposure,LicAge,VehAge,Gender,MariStat,SocioCateg,VehUsage,DrivAge,HasKmLimit,BonusMalus,VehBody,VehPrice,VehEngine,VehEnergy,VehMaxSpeed,VehClass,RiskVar,Garage
0.808,470,4,Male,Alone,CSP55,Private+trip to office,58,0,50,sedan,J,injection,regular,7,M2,16,Private garage
0.916,162,3,Male,Alone,CSP50,Private+trip to office,33,0,60,sedan,J,direct injection overpowered,diesel,5,M1,20,None
0.586,101,2,Female,Alone,CSP50,Private,28,0,90,sedan,E,injection,regular,3,B,12,None
0.823,405,8,Female,Other,CSP50,Private,52,1,50,sedan,H,injection,diesel,3,M1,11,None
0.841,269,4,Male,Other,CSP50,Professional,40,0,50,sport utility vehicle,OTHER,injection,regular,8,H,9,Collective garage
0.424,318,2,Female,Other,CSP50,Professional,44,0,50,sedan,E,injection,regular,4,A,7,None
0.5,420,1,Male,Other,CSP50,Professional,53,0,50,sedan,O,injection,regular,9,M2,19,Collective garage
0.485,268,2,Male,Other,CSP55,Private,40,0,50,sedan,M,direct injection overpowered,diesel,7,M2,20,None
0.499,177,3,Male,Alone,CSP50,Private+trip to office,33,0,54,sedan,K,injection,regular,6,M1,7,None
0.75,319,1,Male,Alone,CSP50,Private+trip to office,46,0,95,coupe,P,injection,regular,9,M2,16,Collective garage
0.333,236,1,Male,Other,CSP50,Private,37,0,51,sedan,L,injection,regular,5,B,5,None
0.808,651,5,Male,Other,CSP60,Private,79,0,56,sedan,M,injection,regular,8,M2,17,Collective garage
0.74,448,0,Female,Other,CSP55,Private+trip to office,56,0,50,sedan,G,injection,regular,4,B,13,None
0.749,236,2,Male,Other,CSP55,Private+trip to office,47,0,57,sedan,N,direct injection overpowered,diesel,8,M2,7,Collective garage
0.333,107,11,Male,Other,CSP50,Private+trip to office,33,0,85,van,N,injection,diesel,1,0,11,None
0.401,296,6,Male,Other,CSP50,Private,46,0,50,sedan,N,injection overpowered,regular,8,H,17,None
0.743,304,2,Female,Alone,CSP50,Private+trip to office,46,0,50,sedan,E,injection,regular,4,A,15,None
0.413,119,0,Male,Alone,CSP50,Private+trip to office,28,0,100,sedan,H,direct injection overpowered,diesel,4,B,20,None
0.249,388,5,Male,Alone,CSP55,Private+trip to office,51,0,50,sedan,D,injection,regular,3,A,15,None
0.31,312,1,Male,Other,CSP50,Private,65,0,64,sport utility vehicle,P,direct injection overpowered,diesel,9,M2,1,Collective garage
0.237,145,1,Male,Other,CSP55,Private,30,0,60,station wagon,L,direct injection overpowered,diesel,4,H,16,None
0.48,160,2,Male,Other,CSP55,Private+trip to office,31,0,60,station wagon,L,direct injection overpowered,diesel,7,M1,14,None
0.568,309,8,Male,Other,CSP48,Private,45,0,52,sedan,I,injection,regular,6,M1,10,Private garage
0.166,85,0,Male,Alone,CSP50,Private+trip to office,26,0,95,cabriolet,K,injection,regular,8,B,8,Collective garage
0.749,218,3,Female,Other,CSP50,Private+trip to office,36,0,50,sedan,H,injection,regular,6,B,14,None
0.333,416,2,Male,Other,CSP50,Professional,66,0,50,sedan,U,injection,regular,9,H,8,Collective garage
0.729,428,11,Male,Other,CSP1,Professional,67,0,50,other microvan,N,injection,regular,3,H,16,None
1.0,488,4,Male,Other,CSP60,Private,83,1,66,sedan,E,injection,regular,4,B,19,None
0.75,121,2,Male,Other,CSP50,Private+trip to office,29,0,64,sport utility vehicle,R,direct injection overpowered,diesel,6,H,12,Collective garage
0.337,34,8,Female,Alone,CSP50,Private+trip to office,21,0,90,sedan,E,injection,regular,3,B,20,None
0.749,460,6,Male,Other,CSP1,Professional,56,0,50,other microvan,N,injection overpowered,diesel,5,H,17,None
0.082,170,2,Male,Alone,CSP1,Professional,33,0,52,cabriolet,J,injection,regular,8,B,8,Collective garage
0.955,167,0,Female,Other,CSP50,Professional,33,0,64,other microvan,L,injection,regular,6,M1,16,None
0.111,203,0,Male,Other,CSP55,Private,43,0,76,microvan,N,direct injection overpowered,diesel,7,M1,16,Collective garage
0.646,78,1,Male,Alone,CSP50,Professional,24,0,106,van,N,direct injection overpowered,diesel,10,0,20,None
0.582,219,11,Male,Other,CSP1,Professional,38,0,85,sedan,N,injection,diesel,3,M2,19,None
0.75,114,3,Female,Other,CSP50,Private+trip to office,27,0,76,sedan,I,injection,regular,4,B,17,None
0.733,310,1,Male,Alone,CSP50,Professional,44,0,58,sedan,J,injection,regular,6,B,11,None
1.0,288,2,Male,Other,CSP50,Professional,44,0,68,van,E,injection,diesel,3,B,19,None
0.975,334,2,Male,Other,CSP50,Professional,46,0,50,van,F,injection,diesel,4,B,9,None
0.391,494,6,Male,Other,CSP48,Private,59,0,50,station wagon,P,injection,regular,8,M2,12,Collective garage
0.441,476,11,Male,Other,CSP50,Private,58,0,58,sedan,L,injection,regular,5,0,9,None
0.666,154,2,Female,Alone,CSP50,Private+trip to office,31,0,132,sedan,K,direct injection overpowered,diesel,5,B,5,None
0.499,466,6,Female,Alone,CSP55,Private,57,0,50,sedan,H,injection,regular,5,M1,15,None
0.407,228,2,Male,Other,CSP55,Private+trip to office,57,0,50,other microvan,L,direct injection overpowered,diesel,5,M1,16,None
0.291,143,2,Male,Other,CSP50,Private,38,0,80,sport utility vehicle,M,direct injection overpowered,diesel,7,M1,20,None
0.916,435,11,Male,Other,CSP60,Private,78,1,50,sedan,D,carburation,regular,2,A,16,Private garage
0.5,117,3,Male,Other,CSP50,Private+trip to office,28,0,80,sedan,I,injection,regular,7,B,15,None
0.714,161,2,Female,Alone,CSP50,Private+trip to office,31,0,95,sedan,H,direct injection overpowered,diesel,5,B,5,None
1.0,587,6,Male,Other,CSP66,Professional,67,0,53,sedan,M,injection,regular,8,H,17,Private garage
0.333,397,4,Male,Other,CSP48,Professional,59,0,50,van,I,injection,regular,2,0,14,None
0.416,145,0,Male,Other,CSP50,Professional,33,0,72,station wagon,G,injection,regular,3,M1,19,Collective garage
0.499,518,5,Male,Other,CSP60,Private,71,0,80,sedan,H,injection,regular,6,B,1,Private garage
0.499,490,3,Male,Other,CSP50,Private+trip to office,59,0,50,sedan,J,injection,regular,6,M1,5,None
0.916,447,11,Female,Other,CSP55,Private+trip to office,55,0,50,sedan,J,injection overpowered,regular,7,M2,11,None
1.0,325,2,Male,Alone,CSP50,Private+trip to office,50,0,50,sedan,G,injection,regular,7,B,10,None
0.325,237,1,Male,Other,CSP50,Private+trip to office,38,0,50,microvan,L,direct injection overpowered,diesel,5,M1,17,None
0.602,356,0,Male,Other,CSP55,Private+trip to office,56,0,50,sedan,H,injection,regular,7,B,16,Private garage
0.166,275,0,Female,Other,CSP55,Private+trip to office,41,0,57,cabriolet,M,injection,regular,7,M1,1,Collective garage
0.25,560,3,Male,Other,CSP60,Private,82,0,50,sedan,G,injection,regular,6,B,15,None
0.163,115,0,Female,Other,CSP50,Private+trip to office,30,0,60,microvan,L,direct injection overpowered,diesel,6,M1,19,Private garage
0.321,155,4,Female,Other,CSP50,Private+trip to office,36,1,90,sedan,E,injection,regular,3,A,16,None
0.666,400,2,Male,Other,CSP50,Private+trip to office,52,0,50,sedan,L,injection,regular,5,B,3,None
0.444,300,6,Male,Other,CSP55,Private+trip to office,47,0,50,sport utility vehicle,K,injection,regular,5,H,8,None
0.916,239,1,Male,Other,CSP50,Professional,47,0,77,sedan,R,direct injection overpowered,diesel,8,H,5,Private garage
0.433,277,2,Male,Other,CSP55,Private+trip to office,46,1,50,other microvan,J,injection,regular,5,M2,14,None
0.532,392,4,Female,Other,CSP55,Private+trip to office,52,0,50,sedan,E,injection,regular,3,A,17,None
0.583,365,0,Male,Alone,CSP55,Private,78,1,68,sedan,F,injection,regular,4,A,15,None
1.0,135,3,Female,Other,CSP50,Private+trip to office,30,0,57,sedan,H,direct injection overpowered,diesel,5,B,20,None
0.997,600,4,Male,Other,CSP50,Private+trip to office,68,0,50,sport utility vehicle,R,injection overpowered,diesel,4,H,17,Collective garage
0.753,524,2,Male,Other,CSP1,Professional,62,0,50,sedan,M,direct injection overpowered,diesel,7,M2,6,Private garage
0.916,212,0,Male,Other,CSP50,Professional,36,0,90,sedan,P,direct injection overpowered,diesel,8,M2,17,Private garage
0.499,225,5,Male,Alone,CSP50,Private+trip to office,39,0,64,sedan,C,injection,regular,3,A,16,None
0.494,522,1,Male,Other,CSP60,Private,62,0,50,sedan,N,direct injection overpowered,diesel,8,M2,10,Private garage
0.499,354,6,Male,Other,CSP50,Professional,47,0,55,sedan,U,injection,regular,9,H,16,Collective garage
0.416,174,2,Female,Other,CSP55,Private,33,0,80,sedan,J,direct injection overpowered,diesel,5,M1,17,Private garage
0.583,147,1,Male,Alone,CSP50,Professional,33,0,58,sedan,F,injection,regular,4,B,10,None
0.75,106,1,Female,Alone,CSP37,Private,27,0,95,sedan,J,injection,regular,6,B,16,None
0.733,303,6,Female,Alone,CSP50,Professional,47,0,85,sedan,E,injection,regular,2,A,17,Collective garage
0.747,478,0,Male,Other,CSP50,Professional,58,0,50,sedan,M,direct injection overpowered,diesel,8,M2,20,None
0.916,263,4,Male,Other,CSP50,Professional,40,0,78,sedan,E,injection,regular,3,B,18,None
0.666,197,0,Male,Other,CSP55,Private+trip to office,34,0,50,station wagon,P,injection,regular,9,M2,1,None
0.616,149,1,Male,Other,CSP50,Private+trip to office,30,0,51,microvan,J,injection,regular,6,M1,17,Collective garage
0.333,117,4,Male,Other,CSP50,Private+trip to office,31,0,60,sedan,L,injection,regular,7,M2,16,None
0.124,46,8,Female,Alone,CSP26,Private+trip to office,21,0,90,sedan,I,injection,diesel,4,M1,12,None
1.0,156,1,Male,Other,CSP50,Private+trip to office,31,0,60,station wagon,P,direct injection overpowered,diesel,8,M2,16,Private garage
0.552,656,2,Male,Other,CSP60,Private,79,0,50,sedan,J,direct injection overpowered,diesel,5,M1,16,None
0.818,127,1,Male,Other,CSP50,Private+trip to office,29,0,76,sedan,E,injection,regular,3,B,17,None
0.799,27,2,Female,Alone,CSP26,Private+trip to office,20,0,90,sedan,G,injection,regular,7,B,17,Private garage
0.5,555,11,Male,Other,CSP60,Private,67,1,50,sedan,H,injection,diesel,3,H,14,None
0.833,236,0,Male,Other,CSP50,Private+trip to office,37,0,100,microvan,O,direct injection overpowered,diesel,6,H,16,None
0.665,512,8,Male,Other,CSP50,Private+trip to office,61,0,55,sedan,Q,injection,regular,9,M2,18,Collective garage
0.25,486,4,Male,Other,CSP60,Private,58,0,50,sport utility vehicle,R,injection,regular,5,H,12,Collective garage
0.879,564,3,Male,Other,CSP60,Private,69,0,50,sedan,I,injection,regular,7,M1,16,None
0.741,18,4,Female,Alone,CSP37,Private,42,0,95,sedan,I,injection,regular,4,B,17,None
0.151,156,6,Male,Other,CSP50,Private,31,1,68,coupe,P,injection,regular,8,H,19,Collective garage
0.833,43,8,Female,Other,CSP50,Private,42,0,95,sedan,I,injection,regular,5,M2,18,None
1.0,176,6,Male,Other,CSP50,Private+trip to office,33,0,50,station wagon,K,injection overpowered,diesel,5,M2,11,None
0.749,111,4,Male,Alone,CSP50,Private+trip to office,27,0,68,station wagon,I,injection,regular,7,M1,17,None
0.083,113,2,Female,Other,CSP50,Private+trip to office,27,0,57,sedan,K,direct injection overpowered,diesel,7,M1,15,None
0.408,181,4,Female,Other,CSP55,Private+trip to office,42,0,64,sedan,H,injection,regular,5,M1,13,Collective garage
0.833,196,1,Male,Other,CSP50,Private+trip to office,50,0,50,sedan,K,injection,regular,5,B,7,None
0.916,184,2,Female,Other,CSP50,Private,41,0,50,other microvan,K,injection,regular,5,M1,16,None
0.747,453,1,Male,Other,CSP42,Private+trip to office,68,0,50,sedan,F,injection,regular,4,B,19,Collective garage
0.532,425,0,Male,Other,CSP60,Private,65,0,50,sedan,M,injection,regular,8,M2,15,Collective garage
0.749,437,0,Female,Other,CSP50,Professional,56,0,50,microvan,I,direct injection overpowered,diesel,3,M1,13,None
0.338,97,6,Female,Alone,CSP50,Private+trip to office,27,0,147,sedan,E,injection,regular,3,B,3,None
0.499,242,3,Male,Other,CSP50,Private+trip to office,42,0,50,coupe,L,injection overpowered,regular,8,H,7,Collective garage
0.894,229,1,Male,Other,CSP50,Private+trip to office,37,0,62,sedan,G,injection,diesel,4,B,13,None
0.542,289,5,Male,Other,CSP50,Private,42,0,52,sedan,P,injection,regular,8,H,6,None
0.292,109,3,Male,Alone,CSP50,Private+trip to office,28,0,95,sport utility vehicle,M,injection,regular,5,H,16,None
0.926,289,4,Female,Other,CSP55,Private+trip to office,50,0,56,sedan,K,direct injection overpowered,diesel,5,M2,14,None
0.135,299,2,Male,Other,CSP49,Professional,43,0,51,sport utility vehicle,N,injection,regular,4,0,16,Private garage
0.416,163,0,Female,Other,CSP55,Private+trip to office,32,0,70,sedan,E,injection,regular,4,A,15,None
0.749,466,1,Female,Other,CSP60,Private,71,0,51,sedan,K,injection,regular,6,M1,16,Collective garage
0.416,208,5,Male,Alone,CSP55,Private+trip to office,40,0,50,microvan,J,injection,regular,6,M1,8,Collective garage
0.553,304,0,Male,Other,CSP50,Private+trip to office,45,0,67,sedan,N,injection,regular,8,M2,18,Private garage
0.666,521,6,Female,Other,CSP50,Private+trip to office,66,0,50,sedan,I,injection,diesel,3,M1,19,None
0.5,147,8,Female,Other,CSP50,Private,30,1,54,cabriolet,K,injection,regular,7,M1,19,None
0.905,317,0,Male,Other,CSP1,Private+trip to office,45,0,67,microvan,O,injection overpowered,regular,8,H,19,None
0.211,259,2,Male,Alone,CSP46,Professional,39,0,80,van,G,direct injection overpowered,diesel,2,M1,4,None
0.333,403,2,Male,Other,CSP48,Professional,52,0,50,other microvan,P,direct injection overpowered,diesel,6,H,3,Collective garage
0.733,268,5,Male,Other,CSP50,Private,42,1,50,cabriolet,Q,injection,regular,9,H,9,Private garage
0.499,114,1,Female,Alone,CSP50,Private,42,0,95,sedan,I,direct injection overpowered,diesel,5,B,14,None
0.916,102,1,Female,Other,CSP50,Private+trip to office,26,0,60,sedan,K,direct injection overpowered,diesel,7,M1,15,None
0.584,219,5,Male,Other,CSP1,Private+trip to office,50,0,70,station wagon,H,injection,diesel,2,M1,13,None
0.73,98,0,Male,Other,CSP50,Private,26,0,68,cabriolet,M,injection,regular,8,M1,15,None
0.711,145,0,Male,Other,CSP50,Private+trip to office,30,0,90,sedan,M,direct injection overpowered,diesel,8,M1,7,None
0.416,333,5,Male,Other,CSP50,Professional,48,0,76,coupe,P,injection,regular,9,M2,9,None
0.568,310,6,Female,Other,CSP50,Private+trip to office,45,1,50,sedan,E,injection,regular,3,A,7,None
0.769,469,4,Male,Other,CSP50,Professional,58,0,95,sedan,K,direct injection overpowered,diesel,7,M1,4,None
1.0,648,1,Female,Other,CSP60,Private,73,0,58,sedan,F,injection,regular,4,B,16,Collective garage
0.827,622,0,Male,Other,CSP60,Private,71,0,50,sport utility vehicle,R,injection,regular,5,H,8,Collective garage
0.5,137,0,Male,Alone,CSP55,Private+trip to office,29,1,64,sedan,H,direct injection overpowered,diesel,4,B,13,Collective garage
0.097,218,2,Male,Other,CSP55,Private,37,0,63,sedan,N,injection overpowered,regular,8,M1,11,Private garage
0.097,83,2,Male,Alone,CSP50,Private+trip to office,25,0,112,sedan,D,injection,regular,3,B,9,None
0.26,115,1,Male,Other,CSP50,Professional,37,0,118,sedan,L,injection,regular,8,B,11,Collective garage
0.641,470,1,Male,Other,CSP60,Private,60,1,50,sedan,H,injection,regular,6,M1,13,None
0.163,379,4,Male,Other,CSP60,Private,63,0,85,sedan,J,direct injection overpowered,diesel,5,B,10,None
0.499,623,1,Male,Other,CSP50,Professional,71,0,50,sedan,L,injection,regular,5,B,9,Collective garage
0.867,186,2,Female,Other,CSP55,Private+trip to office,33,0,63,sedan,J,direct injection overpowered,diesel,5,M1,14,None
0.554,340,0,Male,Other,CSP50,Professional,48,0,50,sedan,G,injection,regular,4,A,1,None
0.916,56,0,Male,Other,CSP50,Private+trip to office,22,0,90,sedan,J,injection,regular,7,B,3,None
0.833,435,3,Male,Other,CSP50,Professional,61,0,60,station wagon,P,direct injection overpowered,diesel,7,H,18,Private garage
0.583,303,4,Male,Other,CSP55,Private+trip to office,58,0,50,sedan,H,injection,regular,6,M1,11,None
0.382,137,2,Male,Alone,CSP50,Private+trip to office,29,0,72,sedan,K,injection,regular,6,B,17,Collective garage
1.0,358,4,Male,Other,CSP50,Private+trip to office,51,0,50,sedan,G,injection,regular,4,B,12,None
0.333,247,2,Female,Other,CSP50,Private+trip to office,38,0,90,sedan,Q,injection,regular,9,H,7,Collective garage
0.666,44,1,Female,Alone,CSP26,Private+trip to office,21,0,156,sedan,G,injection,regular,4,B,15,None
0.942,332,0,Male,Other,CSP66,Professional,46,0,50,sport utility vehicle,R,direct injection overpowered,diesel,7,H,8,Private garage
0.966,516,2,Male,Other,CSP60,Private,85,0,50,sedan,E,injection,regular,3,A,7,None
0.385,199,2,Male,Other,CSP50,Professional run,34,0,88,coupe,E,injection overpowered,regular,1,A,15,None
0.916,134,4,Male,Other,CSP50,Private,30,0,76,sedan,H,injection,diesel,3,B,12,None
0.833,676,1,Male,Other,CSP60,Private,75,0,50,sedan,K,direct injection overpowered,diesel,7,M2,20,None
0.476,339,4,Female,Other,CSP55,Private,52,0,50,sedan,J,injection,regular,4,B,19,None
0.416,168,6,Male,Other,CSP50,Private+trip to office,32,0,50,microvan,K,direct injection overpowered,diesel,5,M1,12,None
0.285,38,6,Male,Alone,CSP26,Private+trip to office,24,0,85,sedan,J,direct injection overpowered,diesel,7,M1,15,None
0.333,146,5,Female,Other,CSP1,Private,30,0,90,sedan,G,injection,diesel,4,B,9,None
0.336,419,2,Male,Other,CSP50,Private,64,1,76,sport utility vehicle,K,injection,regular,3,M2,16,None
0.719,129,1,Male,Alone,CSP50,Professional,29,0,100,sedan,H,injection,regular,7,B,18,None
0.083,238,1,Male,Other,OTHER,Private+trip to office,38,0,50,microvan,L,direct injection overpowered,diesel,6,M1,20,None
0.583,463,3,Male,Other,CSP50,Private+trip to office,57,0,50,sedan,O,injection,regular,8,H,8,None
0.636,424,0,Female,Alone,CSP1,Professional,68,0,67,sedan,G,injection,regular,2,B,13,None
0.539,159,6,Male,Other,CSP50,Private,31,0,76,sedan,H,injection,regular,5,M2,18,None
0.293,148,1,Male,Other,CSP50,Private,31,0,85,cabriolet,M,injection,regular,8,M1,11,None
0.833,130,4,Male,Other,CSP50,Private+trip to office,29,0,68,coupe,O,injection overpowered,regular,9,M1,11,Collective garage
1.0,355,8,Female,Other,CSP50,Private+trip to office,49,0,50,sedan,O,direct injection overpowered,diesel,8,H,7,Collective garage
0.666,110,0,Female,Other,CSP50,Private+trip to office,28,0,50,sedan,J,direct injection overpowered,diesel,5,M1,11,None
0.666,354,6,Male,Other,CSP50,Private+trip to office,49,0,50,sedan,R,injection,regular,9,H,16,Private garage
0.249,240,0,Female,Other,OTHER,Professional,39,0,56,sedan,G,injection,regular,4,B,14,None
0.083,471,6,Male,Other,CSP1,Professional,58,0,50,sedan,U,injection,regular,9,H,8,Collective garage
0.705,539,2,Male,Other,CSP60,Private,63,0,50,sedan,L,injection,regular,5,B,16,Private garage
0.573,48,0,Male,Other,CSP50,Private+trip to office,24,0,80,sedan,J,direct injection overpowered,diesel,5,B,20,Collective garage
0.856,198,0,Male,Alone,CSP50,Private+trip to office,34,0,63,sedan,L,direct injection overpowered,diesel,7,M1,14,None
0.553,383,1,Male,Other,CSP1,Professional,52,0,50,sedan,E,injection,regular,4,A,15,None
0.833,186,2,Male,Other,CSP50,Private,35,0,51,sedan,H,injection,regular,6,B,16,None
0.5,151,0,Male,Other,CSP50,Professional run,40,0,67,van,P,direct injection overpowered,diesel,3,0,11,None
0.583,423,4,Female,Other,CSP60,Private,58,0,50,sedan,Q,injection,regular,9,H,1,Collective garage
0.299,485,3,Female,Other,CSP50,Private+trip to office,58,0,97,coupe,OTHER,injection overpowered,regular,1,A,13,Collective garage
0.461,77,0,Male,Alone,CSP50,Private+trip to office,25,0,80,sedan,F,injection,regular,4,B,1,None
0.692,398,3,Male,Other,CSP50,Private+trip to office,54,0,50,sport utility vehicle,L,injection,regular,5,H,9,None
0.348,265,4,Female,Other,CSP50,Private+trip to office,40,0,50,cabriolet,J,injection,regular,5,M1,17,Private garage
0.861,55,3,Female,Alone,CSP50,Private+trip to office,26,0,100,sedan,G,injection,regular,3,B,11,None
0.75,240,1,Male,Alone,CSP50,Professional,38,0,50,sedan,I,direct injection overpowered,diesel,5,B,15,Collective garage
0.388,129,1,Male,Alone,CSP66,Private+trip to office,28,0,80,sedan,L,direct injection overpowered,diesel,8,M1,16,None
1.0,549,4,Female,Other,CSP46,Professional,65,0,50,sport utility vehicle,N,injection overpowered,diesel,2,0,5,Private garage
0.5,203,0,Male,Alone,CSP46,Professional,37,0,60,van,J,direct injection overpowered,diesel,2,0,3,Private garage
0.956,404,2,Male,Other,CSP50,Professional,51,0,50,sedan,R,injection,regular,9,H,17,Private garage
1.0,337,4,Female,Other,CSP1,Professional,46,0,50,sedan,D,injection,regular,3,A,7,None
0.25,85,3,Female,Alone,CSP26,Private+trip to office,25,0,76,sedan,L,direct injection overpowered,diesel,7,M1,17,Private garage
0.791,542,2,Male,Other,CSP60,Private,68,0,50,other microvan,P,direct injection overpowered,diesel,6,H,20,None
0.791,600,8,Male,Other,CSP60,Private,71,0,50,sedan,H,injection,diesel,4,M1,13,None
0.75,273,2,Male,Other,CSP50,Professional,41,0,50,cabriolet,OTHER,injection,regular,9,H,8,Collective garage
0.931,18,11,Female,Other,CSP50,Private,40,0,100,sedan,G,injection,regular,5,B,16,None
0.083,542,3,Male,Other,CSP60,Private,67,0,50,sedan,I,injection,regular,5,M1,12,None
0.852,590,5,Female,Other,CSP60,Private,79,1,72,sedan,F,injection,regular,4,B,5,None
0.253,212,4,Male,Alone,CSP50,Private+trip to office,39,0,100,station wagon,K,direct injection overpowered,diesel,5,M1,18,None
0.791,238,2,Male,Other,CSP46,Professional,39,0,62,van,K,injection,diesel,10,0,15,Private garage
0.499,334,3,Male,Other,CSP1,Professional,48,0,50,microvan,O,direct injection overpowered,diesel,5,H,18,None
0.808,631,5,Male,Other,CSP60,Private,73,0,52,sedan,I,injection,regular,5,M2,6,None
0.323,543,5,Male,Other,CSP60,Private,66,0,50,sedan,K,injection,regular,7,M2,15,None
0.163,100,0,Male,Other,CSP50,Professional,32,0,64,microvan,L,direct injection overpowered,diesel,6,M1,13,Collective garage
0.689,231,6,Male,Other,CSP50,Private+trip to office,39,0,51,coupe,L,injection,regular,8,M2,15,None
0.583,414,1,Male,Other,CSP50,Private+trip to office,55,0,50,sedan,E,injection,regular,4,A,20,None
0.941,453,8,Male,Other,CSP50,Private,55,0,50,station wagon,Q,injection,regular,8,H,4,Private garage
0.916,231,1,Male,Alone,CSP1,Private+trip to office,37,0,100,van,G,direct injection overpowered,diesel,4,B,16,Collective garage
0.583,208,1,Male,Other,CSP50,Private,37,0,80,microvan,N,injection,regular,8,M2,12,None
0.916,383,4,Female,Other,OTHER,Professional,50,0,50,sedan,F,injection,regular,3,B,15,None
0.833,160,2,Male,Alone,CSP50,Private,32,0,95,sedan,H,direct injection overpowered,diesel,5,B,15,None
0.394,71,0,Male,Other,CSP50,Private+trip to office,51,0,100,sedan,E,injection,regular,2,A,18,None
0.561,392,2,Male,Other,CSP50,Private+trip to office,50,0,50,sedan,N,injection,regular,8,M2,17,None
0.926,227,3,Female,Alone,CSP50,Private+trip to office,42,0,90,sedan,J,injection,regular,7,M1,10,None
0.666,125,4,Female,Alone,CSP26,Private+trip to office,29,0,112,sedan,L,injection,regular,7,B,11,None
0.786,590,0,Male,Other,CSP60,Private,82,0,55,sedan,M,injection,regular,8,M2,14,Private garage
0.749,204,4,Male,Other,CSP50,Private+trip to office,35,0,80,sedan,F,injection,regular,3,A,11,None
0.416,127,6,Female,Alone,CSP50,Private+trip to office,35,0,64,sedan,D,injection,regular,3,A,16,None
0.751,282,3,Female,Other,CSP50,Private,42,0,56,sport utility vehicle,R,injection,regular,2,H,16,Collective garage
0.916,589,6,Male,Other,CSP60,Private,71,0,50,sedan,Q,injection,regular,9,H,11,Collective garage
0.422,409,4,Male,Other,CSP60,Private,62,0,51,station wagon,J,injection,regular,6,M2,19,None
0.598,72,2,Male,Alone,CSP50,Private+trip to office,28,0,76,station wagon,O,direct injection overpowered,diesel,7,M2,19,Collective garage
0.62,204,0,Male,Other,CSP66,Private+trip to office,49,0,52,sedan,J,injection,regular,6,B,16,Private garage
1.0,420,11,Male,Other,CSP66,Professional,54,0,50,sedan,S,injection,regular,6,H,17,Collective garage
0.916,213,3,Male,Other,CSP48,Private+trip to office,35,0,50,van,I,injection,diesel,2,M1,16,None
0.935,467,0,Male,Other,CSP48,Professional,57,0,62,sedan,G,injection,regular,6,B,17,None
0.583,543,2,Female,Alone,CSP60,Private,75,1,50,sedan,I,injection,regular,6,B,15,Private garage
0.987,332,2,Male,Other,CSP50,Professional,47,0,50,other microvan,L,injection,regular,7,M2,6,None
0.75,157,2,Female,Other,CSP50,Private+trip to office,31,0,72,sedan,I,injection,regular,6,M1,14,Private garage
0.478,191,2,Male,Other,CSP50,Private,34,0,64,sport utility vehicle,M,direct injection overpowered,diesel,4,M2,9,None
0.833,81,5,Male,Other,CSP50,Professional,29,0,72,sedan,G,injection,regular,6,B,12,None
0.499,359,0,Male,Alone,CSP50,Private+trip to office,52,0,64,sedan,J,injection,regular,6,M1,7,None
0.749,227,4,Female,Alone,CSP50,Private+trip to office,37,1,50,sport utility vehicle,L,injection,regular,4,M2,16,None
0.583,196,1,Male,Other,CSP66,Professional,35,0,68,sport utility vehicle,R,direct injection overpowered,diesel,4,H,7,Private garage
0.117,401,8,Male,Other,CSP50,Professional,54,0,50,van,M,injection overpowered,diesel,1,0,13,None
0.916,130,1,Male,Other,CSP1,Private+trip to office,31,0,78,sedan,L,direct injection overpowered,diesel,6,M1,17,None
0.583,20,1,Female,Alone,CSP50,Private+trip to office,28,0,95,sedan,G,direct injection overpowered,diesel,4,B,13,Collective garage
0.617,209,0,Female,Alone,CSP1,Professional,35,0,58,cabriolet,J,injection,regular,8,B,8,Collective garage
0.255,199,6,Female,Other,CSP50,Private+trip to office,40,0,50,sedan,H,injection,regular,5,M1,17,None
0.249,288,2,Male,Other,CSP50,Professional run,42,0,50,van,I,direct injection overpowered,diesel,4,M1,16,Private garage
0.833,428,4,Male,Other,CSP50,Private,57,0,50,sedan,K,injection,regular,6,M1,14,Collective garage
0.299,314,4,Female,Other,CSP55,Private+trip to office,46,0,50,sedan,M,injection,regular,7,M2,7,None
1.0,118,0,Male,Other,CSP50,Private+trip to office,27,0,85,sedan,K,direct injection overpowered,diesel,7,M1,13,Collective garage
0.458,139,3,Male,Alone,CSP50,Private+trip to office,30,0,91,cabriolet,O,injection overpowered,regular,9,M1,6,Collective garage
0.872,563,6,Male,Other,CSP60,Private,67,0,50,sedan,O,injection overpowered,diesel,7,H,18,None
0.333,77,11,Female,Other,CSP50,Private+trip to office,26,0,80,sedan,OTHER,carburation,regular,10,A,19,None
0.333,196,4,Female,Other,CSP50,Professional,34,0,64,sedan,K,injection,regular,6,B,17,None
0.166,456,5,Male,Other,CSP50,Private,56,0,50,sedan,I,injection,regular,6,M1,6,Private garage
0.68,319,0,Male,Other,CSP50,Professional,44,0,50,sport utility vehicle,N,direct injection overpowered,diesel,4,0,16,None
0.486,332,1,Female,Other,CSP60,Private,67,1,50,coupe,D,injection overpowered,regular,1,A,16,None
0.31,129,8,Female,Alone,CSP55,Private+trip to office,31,0,57,sedan,OTHER,injection,regular,2,M1,13,None
0.968,335,5,Male,Other,CSP50,Private,55,1,59,sedan,Q,injection,regular,8,H,17,Collective garage
1.0,67,5,Male,Alone,CSP26,Private+trip to office,24,0,106,cabriolet,Q,injection,regular,9,H,16,Collective garage
